uni_code,course_name,university,stream,district,z-score,year
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,COLOMBO,2.2191,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GAMPAHA,2.2341,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KALUTARA,2.2297,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATALE,2.4612,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KANDY,2.4574,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,NUWARA ELIYA,2.2303,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GALLE,2.2335,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATARA,2.2216,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,HAMBANTOTA,2.2692,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,JAFFNA,2.2247,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MULLAITIVU,2.3956,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,VAVUNIYA,2.4104,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,BATTICALOA,2.6303,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,PUTTALAM,2.276,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KURUNEGALA,2.2191,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,ANURADHAPURA,2.2636,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,BADULLA,2.3346,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KEGALLE,2.7386,2019
001A,MEDICINE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,RATNAPURA,2.2539,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,2.0745,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,2.0676,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,2.0608,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,2.0835,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,2.0716,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,2.0824,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,2.0673,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,2.0781,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,2.0786,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,2.0883,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,2.0925,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,2.0817,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,2.1791,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAM,2.0999,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,2.061,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,2.0676,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,POLONNARUWA,2.1471,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,2.0752,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,2.09,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,2.0739,2019
001B,MEDICINE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,2.0646,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,COLOMBO,2.0244,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GAMPAHA,2.028,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KALUTARA,2.021,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,MATALE,2.0541,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KANDY,2.0231,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GALLE,2.0244,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,MATARA,2.0221,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,JAFFNA,2.1467,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,VAVUNIYA,2.0233,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,BATTICALOA,2.0417,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,PUTTALAM,2.0212,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KURUNEGALA,2.0282,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,ANURADHAPURA,2.0395,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,BADULLA,2.0496,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KEGALLE,2.0303,2019
001C,MEDICINE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,RATNAPURA,2.0262,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,COLOMBO,1.9484,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.9484,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KALUTARA,1.9509,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,MATALE,1.952,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KANDY,1.9486,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.97,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,GALLE,1.9907,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,JAFFNA,1.9617,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,MANNAR,1.9988,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,2.0021,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,AMPARA,1.9875,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,PUTTALAM,2.0096,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.9513,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.9543,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,BADULLA,1.9489,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.9664,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KEGALLE,1.9837,2019
001D,MEDICINE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.9556,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,COLOMBO,1.9091,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,GAMPAHA,1.8221,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MATALE,1.9064,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KANDY,1.7969,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.7072,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.7857,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,JAFFNA,1.8324,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.6923,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MANNAR,1.7897,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MULLAITIVU,1.7114,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,VAVUNIYA,1.8607,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.6928,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,BATTICALOA,1.7535,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,AMPARA,1.7065,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,PUTTALAM,1.7229,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KURUNEGALA,1.7971,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.6946,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,POLONNARUWA,1.6942,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,BADULLA,1.76,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KEGALLE,1.7569,2019
001E,MEDICINE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,RATNAPURA,1.7793,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,COLOMBO,1.9131,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,GAMPAHA,1.9109,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,KALUTARA,1.919,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,MATALE,1.9257,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,KANDY,1.9118,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.9156,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,GALLE,1.9203,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,MATARA,1.914,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.9194,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,BATTICALOA,1.9417,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,AMPARA,1.9118,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,PUTTALAM,1.9156,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,KURUNEGALA,1.9145,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.9167,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,BADULLA,1.9158,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,MONARAGALA,1.9457,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,KEGALLE,1.9154,2019
001F,MEDICINE,UNIVERSITY OF RUHUNA,BIOLOGICAL SCIENCE,RATNAPURA,1.9113,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,GAMPAHA,1.8043,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,NUWARA ELIYA,1.6308,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,GALLE,1.8828,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,KILINOCHCHI,1.4727,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,TRINCOMALEE,1.6532,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,BATTICALOA,1.6667,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,AMPARA,1.6449,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,ANURADHAPURA,1.6705,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,POLONNARUWA,1.4992,2019
001G,MEDICINE,"EASTERN UNIVERSITY, SRI LANKA",BIOLOGICAL SCIENCE,MONARAGALA,1.5114,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.829,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.8261,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.8481,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.8284,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.8648,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.8778,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,1.9037,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.8326,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,VAVUNIYA,1.9302,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BATTICALOA,1.8567,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,1.8362,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.8261,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.8337,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.8401,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.832,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.8284,2019
001H,MEDICINE,RAJARATA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.8378,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.809,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.8088,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.7917,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.6865,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.8765,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.7814,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.6883,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,1.7038,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.7508,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,1.7283,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.7598,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.7011,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.7362,2019
001K,MEDICINE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.7852,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.9087,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.8047,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.7953,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.7944,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.6427,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MANNAR,1.6373,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.7047,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,1.6537,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAM,1.7182,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.8034,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.6629,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,1.4792,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.5298,2019
001L,MEDICINE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KEGALLE,1.7461,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.8697,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.7848,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.7931,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.7836,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.7854,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.6056,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.8691,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.8542,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.7539,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.8272,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.4579,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MANNAR,1.5779,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MULLAITIVU,1.613,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,VAVUNIYA,1.8547,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.6919,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,1.6656,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,1.6348,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAM,1.6955,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.7926,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.6591,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,POLONNARUWA,1.4334,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.7548,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.5073,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,1.7308,2019
001M,DENTAL SURGERY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.7749,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.7688,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.7519,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.7728,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.7935,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.7706,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.5788,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.7737,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.7724,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.7474,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.7571,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KILINOCHCHI,1.3889,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MANNAR,1.5763,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MULLAITIVU,1.5644,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,VAVUNIYA,1.6503,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,TRINCOMALEE,1.6276,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,1.6519,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,1.624,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAM,1.6645,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.7816,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.6332,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,POLONNARUWA,1.4237,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.7023,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.4952,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KEGALLE,1.7063,2019
002B,VETERINARY SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.7634,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,COLOMBO,1.8335,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GAMPAHA,1.7715,2019
002C,BIOCHEMISTRY & MOLECULAR BIOLOGY,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KALUTARA,1.7674,2019
