uni_code,course_name,university,stream,district,z-score,year
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,JAFFNA,0.9988,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,VAVNIYA,0.8363,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAMA,0.7987,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,0.7859,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,0.7648,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,0.8213,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,0.7764,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,0.8144,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KAGALLE,0.7639,2021
004L,AGRICULTURE,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,0.7608,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,0.6521,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,0.6613,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,0.6776,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,0.7022,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,0.8534,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,0.6879,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,0.7096,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,0.684,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,JAFFNA,0.814,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MULLATTIVU,0.6587,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BATTICALOA,0.7841,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,0.7005,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAMA,0.6546,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,0.6889,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,0.6677,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,0.692,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KAGALLE,0.7168,2021
004M,AGRICULTURE,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,0.6709,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.2074,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.1721,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KALUTARA,1.2384,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.2096,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.2643,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.1471,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.2943,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATARA,1.2592,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.2473,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,JAFFNA,1.1919,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KILINOCHCHI,0.6139,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MANNAR,1.0077,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MULLATTIVU,1.0195,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,VAVNIYA,1.2736,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,TRINKOMALEE,1.1069,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BATTICALOA,1.2342,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,1.2792,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAMA,1.2013,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.3061,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.0938,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,1.1167,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.1482,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.0817,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KAGALLE,1.285,2021
005M,FOOD SCIENCE & NUTRITION,WAYAMBA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.1789,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.5913,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.5884,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.6106,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.5956,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.5993,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.5909,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.6169,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.6022,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.6961,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.6404,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KAGALLE,1.5859,2021
035B,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.5929,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,COLOMBO,1.5482,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GAMPAHA,1.5482,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KALUTARA,1.5525,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,MATALE,1.5786,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KANDY,1.5708,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GALLE,1.5497,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,MATARA,1.5713,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.55,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,JAFFNA,1.5807,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,TRINKOMALEE,1.5479,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KURUNEGALA,1.5958,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KAGALLE,1.5597,2021
035C,FOOD SCIENCE & TECHNOLOGY,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,RATNAPURA,1.5658,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,COLOMBO,1.4507,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GAMPAHA,1.3608,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MATALE,1.345,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KANDY,1.2934,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.138,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,GALLE,1.5446,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.4488,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,JAFFNA,1.3844,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KILINOCHCHI,0.5559,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MANNAR,0.9024,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MULLATTIVU,0.8715,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,VAVNIYA,1.2494,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,TRINKOMALEE,1.1226,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BATTICALOA,1.0066,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,AMPARA,1.2324,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,PUTTALAMA,1.168,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KURUNEGALA,1.3507,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.0831,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,POLONNARUWA,0.9823,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,BADULLA,1.2295,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,MONARAGALA,1.2393,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,KAGALLE,1.4699,2021
035L,FOOD SCIENCE & TECHNOLOGY,SABARAGAMUWA UNIVERSITY OF SRI LANKA,BIOLOGICAL SCIENCE,RATNAPURA,1.2087,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,COLOMBO,1.6047,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GAMPAHA,1.6057,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KALUTARA,1.6262,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATALE,1.7145,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KANDY,1.613,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,GALLE,1.6182,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,MATARA,1.6143,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,HAMBANTOTA,1.6232,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,JAFFNA,1.6818,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,PUTTALAMA,1.607,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KURUNEGALA,1.6359,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,BADULLA,1.771,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,KAGALLE,1.6138,2021
006A,BIOLOGICAL SCIENCE,UNIVERSITY OF COLOMBO,BIOLOGICAL SCIENCE,RATNAPURA,1.6134,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,COLOMBO,1.4561,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.4608,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KALUTARA,1.4561,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATALE,1.4591,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KANDY,1.457,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,GALLE,1.481,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MATARA,1.4632,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.4689,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,JAFFNA,1.4703,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,VAVNIYA,1.4623,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BATTICALOA,1.4664,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,AMPARA,1.4635,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,PUTTALAMA,1.4788,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.465,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,BADULLA,1.456,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,MONARAGALA,1.5404,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,KAGALLE,1.4564,2021
006B,BIOLOGICAL SCIENCE,UNIVERSITY OF PERADENIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.456,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,COLOMBO,1.3538,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GAMPAHA,1.3456,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KALUTARA,1.3513,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,MATALE,1.3581,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KANDY,1.3473,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,GALLE,1.3466,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,MATARA,1.3503,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.3779,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,JAFFNA,1.3579,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,VAVNIYA,1.3554,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,TRINKOMALEE,1.4128,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,BATTICALOA,1.4559,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,AMPARA,1.3617,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,PUTTALAMA,1.3533,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KURUNEGALA,1.3566,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.3548,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,POLONNARUWA,1.3914,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,BADULLA,1.3657,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,KAGALLE,1.3613,2021
006C,BIOLOGICAL SCIENCE,UNIVERSITY OF SRI JAYEWARDENEPURA,BIOLOGICAL SCIENCE,RATNAPURA,1.346,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,COLOMBO,1.2603,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,GAMPAHA,1.2572,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KALUTARA,1.261,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,MATALE,1.2725,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KANDY,1.2605,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,NUWARA ELIYA,1.2856,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,GALLE,1.2609,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,MATARA,1.269,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,HAMBANTOTA,1.268,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,JAFFNA,1.3296,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,VAVNIYA,1.3039,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,TRINKOMALEE,1.3004,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,AMPARA,1.2984,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,PUTTALAMA,1.258,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KURUNEGALA,1.0584,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,ANURADHAPURA,1.2681,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,BADULLA,1.2649,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,KAGALLE,1.2602,2021
006D,BIOLOGICAL SCIENCE,UNIVERSITY OF KELANIYA,BIOLOGICAL SCIENCE,RATNAPURA,1.2668,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,COLOMBO,1.0627,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,GAMPAHA,0.9418,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MATALE,0.9356,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KANDY,1.1652,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,NUWARA ELIYA,0.9545,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,GALLE,1.0895,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,JAFFNA,1.0487,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MULLATTIVU,1.1797,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,VAVNIYA,0.9382,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,TRINKOMALEE,1.1801,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,BATTICALOA,0.9413,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,AMPARA,0.9892,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,PUTTALAMA,0.9536,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KURUNEGALA,1.0389,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,ANURADHAPURA,0.9562,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,POLONNARUWA,0.9436,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,MONARAGALA,0.959,2021
006E,BIOLOGICAL SCIENCE,UNIVERSITY OF JAFFNA,BIOLOGICAL SCIENCE,KAGALLE,1.1179,2021
